source,target
WOS:000278584300025,"SAUE S, 2000, ICAD 2000 P"
WOS:000278584300025,"STOCKMAN T, 2007, P 2 INT WORKSH INT S"
WOS:000278584300025,"WEINBERG G, 2006, NIME 06 P IRCAM CTR, P246"
WOS:000278584300025,"Yalla P., 2008, P ANN ACM C ASSISTIV, P105, DOI DOI 10.1145/1414471.1414492"
WOS:000278584300025,"Zhao H, 2008, ACM T COMPUT-HUM INT, V15, DOI 10.1145/1352782.1352786"
WOS:001337593100008,"Ballora M, 2014, ORGAN SOUND, V19, P30, DOI 10.1017/S1355771813000381"
WOS:001337593100008,"Barrass S, 2012, AI SOC, V27, P177, DOI 10.1007/s00146-011-0335-5"
WOS:001337593100008,"Barrett LF, 1998, J PERS SOC PSYCHOL, V74, P967, DOI 10.1037/0022-3514.74.4.967"
WOS:001337593100008,"Best J, 2017, TEXT INST BOOK SER, P453, DOI 10.1016/B978-0-08-101270-3.00019-9"
WOS:001337593100008,"Bresin R., 2005, P INT COMP MUS C, P367"
WOS:001337593100008,"Budd M., 2002, Music and the emotions: The philosophical theories"
WOS:001337593100008,"Collier WG, 2004, MUSIC SCI, V8, P151, DOI 10.1177/102986490400800203"
WOS:001337593100008,"Creasey David, 2017, Audio Processes: Musical Analysis, Modification, Synthesis, and Control"
WOS:001337593100008,"Davis WilliamB., 2008, INTRO MUSIC THERAPY, V3rd"
WOS:001337593100008,"Deliege Irene., 1997, PERCEPTION COGNITION"
WOS:001337593100008,"Dubus G, 2013, PLOS ONE, V8, DOI 10.1371/journal.pone.0082491"
WOS:001337593100008,"Ellis Alexander J., 1884, RSA Journal, V33, P485"
WOS:001337593100008,"Flowers H., 2005, Proceedings of the International Conference on Auditory Display, P406"
WOS:001337593100008,"Flowers J.H., 2005, ACM Transactions on Applied Perception, V2, P467472, DOI DOI 10.1145/1101530.1101544"
WOS:001337593100008,"Flowers JH, 1997, HUM FACTORS, V39, P341, DOI 10.1518/001872097778827151"
WOS:001337593100008,"Franinovic K, 2013, SONIC INTERACTION DESIGN, P39"
WOS:001337593100008,"Gabrielsson A., 2010, Handbook of music and emotion: Theory, research, applications, DOI [10.1093/acprof:oso/9780199230143.003.0014, DOI 10.1093/ACPROF:OSO/9780199230143.003.0014]"
WOS:001337593100008,"Gresham-Lancaster S, 2012, AI SOC, V27, P207, DOI 10.1007/s00146-011-0337-3"
WOS:001337593100008,"Grond F, 2014, ORGAN SOUND, V19, P41, DOI 10.1017/S1355771813000393"
WOS:001337593100008,"Hermann T., 2011, SONIFICATION HDB"
WOS:001337593100008,"Hermann T., 2008, P 14 INT C AUD DISPL"
WOS:001337593100008,"Hermann Thomas, 2004, P 1 INT SON WORKSH I, P1"
WOS:001337593100008,"Hildebrandt T, 2016, CONF BUS INFORM, P32, DOI 10.1109/CBI.2016.47"
WOS:001337593100008,"Hunt Andy, 2004, P 10 INT C AUD DISPL, P1"
WOS:001337593100008,"Iakovides Stefanos A, 2004, Ann Gen Hosp Psychiatry, V3, P6, DOI 10.1186/1475-2832-3-6"
WOS:001337593100008,"Juslin Patrik N., 2010, Expression and communication of emotion in music performance, P453"
WOS:001337593100008,"Juslin PN, 2004, J NEW MUSIC RES, V33, P217, DOI 10.1080/0929821042000317813"
WOS:001337593100008,"Juslin PN, 2003, PSYCHOL BULL, V129, P770, DOI 10.1037/0033-2909.129.5.770"
WOS:001337593100008,"Kaper HG, 1999, COMPUT SCI ENG, V1, P48, DOI 10.1109/5992.774840"
WOS:001337593100008,"Kasakevich M., 2007, P IPT EGVE S EUR ASS, P89, DOI DOI 10.2312/PE/VE2007SHORT/089-094"
WOS:001337593100008,"Koelsch S, 2009, MUSIC THAT WORKS, P143, DOI 10.1007/978-3-211-75121-3_9"
WOS:001337593100008,"Kramer Gregory, 2010, Faculty Publications, Department of Psychology, V444, P1"
WOS:001337593100008,"Lemaitre G, 2012, IEEE T AFFECT COMPUT, V3, P335, DOI 10.1109/T-AFFC.2012.1"
WOS:001337593100008,"Levitin D.J., 2006, THIS IS YOUR BRAIN M"
WOS:001337593100008,"Liu Y, 2018, FRONT PSYCHOL, V9, DOI 10.3389/fpsyg.2018.02118"
WOS:001337593100008,"MARKS LE, 1987, J EXP PSYCHOL HUMAN, V13, P384, DOI 10.1037/0096-1523.13.3.384"
WOS:001337593100008,"McCartney J, 2002, COMPUT MUSIC J, V26, P61, DOI 10.1162/014892602320991383"
WOS:001337593100008,"Metatla O, 2016, PEERJ COMPUT SCI, DOI 10.7717/peerj-cs.51"
WOS:001337593100008,"Meyer LeonardB., 1956, Emotion and Meaning in Music"
WOS:001337593100008,"Nakayama Y, 2017, DISPLAYS, V47, P32, DOI 10.1016/j.displa.2016.09.002"
WOS:001337593100008,"Nees MA, 2018, ERGON DES, V26, P25, DOI 10.1177/1064804618773563"
WOS:001337593100008,"Nesbitt Keith V., 2002, P 8 INT C AUD DISPL, P2"
WOS:001337593100008,"Neuhoff JG, 2019, P 25 INT C AUD DISPL, DOI DOI 10.21785/ICAD2019.069"
WOS:001337593100008,"Pallesen KJ, 2005, ANN NY ACAD SCI, V1060, P450, DOI 10.1196/annals.1360.047"
WOS:001337593100008,"Palmer SE, 2016, MULTISENS RES, V29, P157, DOI 10.1163/22134808-00002486"
WOS:001337593100008,"Pauer Ernst., 1877, The Elements of the Beautiful in Music"
WOS:001337593100008,"Philipsen Lotte, 2018, The Aesthetics of Scientific Data Representation: More Than Pretty Pictures"
WOS:001337593100008,"Pinch Trevor., 2012, OXFORD HDB SOUND STU"
WOS:001337593100008,"PRIDMORE RW, 1992, COLOR RES APPL, V17, P57, DOI 10.1002/col.5080170110"
WOS:001337593100008,"Rau B, 2015, 2015 IEEE 1ST INTERNATIONAL WORKSHOP ON VIRTUAL AND AUGMENTED REALITY FOR MOLECULAR SCIENCE (VARMS@IEEEVR), P25, DOI 10.1109/VARMS.2015.7151725"
WOS:001337593100008,"Riedenklau Eckard, 2010, P 16 INT C AUD DISPL, P1"
WOS:001337593100008,"Rind Alexander, 2018, P MULTIMODALVIS 18 W, P1"
WOS:001337593100008,"Roberts G.E., 2016, From music to mathematics: Exploring the connections"
WOS:001337593100008,"Rönnberg N, 2021, SOUNDEFFECTS, V10, P125, DOI [10.7146/se.v10i1.124202, 10.7146/se.v10i1.124202, DOI 10.7146/SE.V10I1.124202]"
WOS:001337593100008,"Rönnberg N, 2019, J MULTIMODAL USER IN, V13, P373, DOI 10.1007/s12193-019-00311-0"
WOS:001337593100008,"Rönnberg N, 2019, BEHAV INFORM TECHNOL, V38, P1028, DOI 10.1080/0144929X.2019.1657952"
WOS:001337593100008,"Ronnberg Niklas, 2016, LINKOPING ELECT C P, V103, P31"
WOS:001337593100008,"RUSSELL JA, 1980, J PERS SOC PSYCHOL, V39, P1161, DOI 10.1037/h0077714"
WOS:001337593100008,"Sarangi SK, 2020, SOFT COMPUT, V24, P18113, DOI 10.1007/s00500-020-05065-6"
WOS:001337593100008,"Scaletti Carla, 2018, The Oxford Handbook of Algorithmic Music"
WOS:001337593100008,"Schedel M, 2014, ORGAN SOUND, V19, P1"
WOS:001337593100008,"SCHROEDER M, 1961, IRE T AUDIO, VAU 9, P209, DOI 10.1109/TAU.1961.1166351"
WOS:001337593100008,"Schubert Emery, 2011, P 17 INT C AUD DISPL, P1"
WOS:001337593100008,"Schubert Emery, 1999, Measurement and time series analysis of emotion in music"
WOS:001337593100008,"Seashore C., 1967, PSYCHOL MUSIC"
WOS:001337593100008,"Sethares William., 2005, Tuning, Timbre, Spectrum, Scale"
WOS:001337593100008,"Stockman Tony, 2005, P 11 INT C AUD DISPL, P420"
WOS:001337593100008,"SUMMERS JJ, 1993, J EXP PSYCHOL HUMAN, V19, P416, DOI 10.1037/0096-1523.19.2.416"
WOS:001337593100008,"Tomlinson BJ, 2018, CHI 2018: EXTENDED ABSTRACTS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS, DOI 10.1145/3170427.3188659"
WOS:001337593100008,"Tsuchiya Takahiko, 2006, P 21 INT C AUD DISPL, P244"
WOS:001337593100008,"Vickers P., 2006, Proceedings of the 12th International Conference on Auditory Display (ICAD2006), P210"
WOS:001337593100008,"Vickers Paul, 2016, The Routledge Companion to Sounding Art, P135"
WOS:001337593100008,"Volioti C, 2016, MOCO'16: PROCEEDINGS OF THE 3RD INTERNATIONAL SYMPOSIUM ON MOVEMENT AND COMPUTING, DOI 10.1145/2948910.2948950"
WOS:001337593100008,"Ward J, 2006, CORTEX, V42, P264, DOI 10.1016/S0010-9452(08)70352-6"
WOS:001337593100008,"Winckel Fritz., 1967, Music, Sound and Sensation: A Modern Exposition"
WOS:001337593100008,"Winters RM, 2014, ORGAN SOUND, V19, P60, DOI 10.1017/S1355771813000411"
WOS:001337593100008,"Zwicker E., 1990, Psychoacoustics: facts and models, DOI DOI 10.1007/978-3-540-68888-4"
WOS:000484590300001,"[Anonymous], 2012, OXFORD HDB SOUND STU"
WOS:000484590300001,"[Anonymous], 1932, COMM INT ECL P 1931"
WOS:000484590300001,"Artero AO, 2004, IEEE SYMPOSIUM ON INFORMATION VISUALIZATION 2004, PROCEEDINGS, P81, DOI 10.1109/INFVIS.2004.68"
WOS:000484590300001,"Best J, 2017, TEXT INST BOOK SER, P453, DOI 10.1016/B978-0-08-101270-3.00019-9"
WOS:000484590300001,"Bresin R., 2005, P INT COMP MUS C, P367"
WOS:000484590300001,"Carlson N.R., 2009, Psychology: the science of behavior"
WOS:000484590300001,"Chaston A, 2004, BRAIN COGNITION, V55, P286, DOI 10.1016/j.bandc.2004.02.013"
WOS:000484590300001,"Collier WG, 2004, MUSIC SCI, V8, P151, DOI 10.1177/102986490400800203"
WOS:000484590300001,"Conti R, 2001, J PERS, V69, P1, DOI 10.1111/1467-6494.00134"
WOS:000484590300001,"Deliege Irene., 1997, PERCEPTION COGNITION"
WOS:000484590300001,"Ellis G, 2007, IEEE T VIS COMPUT GR, V13, P1216, DOI 10.1109/TVCG.2007.70535"
WOS:000484590300001,"Everest F.A., 2015, Master Handbook of Acoustics, V6th"
WOS:000484590300001,"Flowers J.H., 2005, ACM Transactions on Applied Perception, V2, P467472, DOI DOI 10.1145/1101530.1101544"
WOS:000484590300001,"Flowers JH, 1997, HUM FACTORS, V39, P341, DOI 10.1518/001872097778827151"
WOS:000484590300001,"Franinovic K, 2013, SONIC INTERACTION DESIGN, P39"
WOS:000484590300001,"Hermann T., 2011, SONIFICATION HDB"
WOS:000484590300001,"Iakovides S.A., 2004, ANN GEN HOSP PSYCHIA, V3, P1, DOI DOI 10.1186/1475-2832-3-6"
WOS:000484590300001,"Juslin PN, 2004, J NEW MUSIC RES, V33, P217, DOI 10.1080/0929821042000317813"
WOS:000484590300001,"Kasakevich M., 2007, P IPT EGVE S EUR ASS, P89, DOI DOI 10.2312/PE/VE2007SHORT/089-094"
WOS:000484590300001,"Kramer Gregory, 2010, Faculty Publications, Department of Psychology, V444, P1"
WOS:000484590300001,"Law L. N. C., 2001, PLOS ONE, V7, P1"
WOS:000484590300001,"Levitin D.J., 2006, THIS IS YOUR BRAIN M"
WOS:000484590300001,"MARKS LE, 1987, J EXP PSYCHOL HUMAN, V13, P384, DOI 10.1037/0096-1523.13.3.384"
WOS:000484590300001,"McCartney J, 2002, COMPUT MUSIC J, V26, P61, DOI 10.1162/014892602320991383"
WOS:000484590300001,"McCartney J., 1996, P INT COMPUTER MUSIC, P257"
WOS:000484590300001,"Nesbitt Keith V., 2002, P 8 INT C AUD DISPL, P2"
WOS:000484590300001,"Niklas R., 2017, IEEE VISUALIZATION C, P1"
WOS:000484590300001,"Pallesen KJ, 2005, ANN NY ACAD SCI, V1060, P450, DOI 10.1196/annals.1360.047"
WOS:000484590300001,"Palmer SE, 2016, MULTISENS RES, V29, P157, DOI 10.1163/22134808-00002486"
WOS:000484590300001,"Philipsen Lotte, 2018, The Aesthetics of Scientific Data Representation: More Than Pretty Pictures"
WOS:000484590300001,"PRIDMORE RW, 1992, COLOR RES APPL, V17, P57, DOI 10.1002/col.5080170110"
WOS:000484590300001,"Radvansky G.A., 2005, HUMAN MEMORY"
WOS:000484590300001,"Rau B, 2015, 2015 IEEE 1ST INTERNATIONAL WORKSHOP ON VIRTUAL AND AUGMENTED REALITY FOR MOLECULAR SCIENCE (VARMS@IEEEVR), P25, DOI 10.1109/VARMS.2015.7151725"
WOS:000484590300001,"Riedenklau E., 2010, P 16 IN C AUD DISPL, P1"
WOS:000484590300001,"Roberts G.E., 2016, From music to mathematics: Exploring the connections"
WOS:000484590300001,"Ronnberg N, 2016, P IEEE VIS INF VIS20, P1"
WOS:000484590300001,"Rönnberg N, 2016, P23"
WOS:000484590300001,"Rönnberg N, 2016, P63"
WOS:000484590300001,"Rönnberg N, 2019, J MULTIMODAL USER IN, V13, P373, DOI 10.1007/s12193-019-00311-0"
WOS:000484590300001,"Ronnberg Niklas, 2016, LINKOPING ELECT C P, V103, P31"
WOS:000484590300001,"Rosli MHW, 2015, IEEE COMPUT GRAPH, V35, P80, DOI 10.1109/MCG.2015.29"
WOS:000484590300001,"Sackett AM, 2010, PSYCHOL SCI, V21, P111, DOI 10.1177/0956797609354832"
WOS:000484590300001,"Seashore C., 1967, PSYCHOL MUSIC"
WOS:000484590300001,"Sethares William., 2005, Tuning, Timbre, Spectrum, Scale"
WOS:000484590300001,"Shneiderman B, 1996, IEEE SYMPOSIUM ON VISUAL LANGUAGES, PROCEEDINGS, P336, DOI 10.1109/VL.1996.545307"
WOS:000484590300001,"Simoff SJ, 2008, LECT NOTES COMPUT SC, V4404, P1, DOI 10.1007/978-3-540-71080-6"
WOS:000484590300001,"Smith T., 1932, Transactions of the Optical Society, V33, P73"
WOS:000484590300001,"STROUS RD, 1995, AM J PSYCHIAT, V152, P1517"
WOS:000484590300001,"Tsuchiya Takahiko, 2006, P 21 INT C AUD DISPL, P244"
WOS:000484590300001,"Ward J, 2006, CORTEX, V42, P264, DOI 10.1016/S0010-9452(08)70352-6"
WOS:000484590300001,"Ware C., 2013, INFORM VISUALIZATION, DOI DOI 10.1145/2579281.2579288"
WOS:000484590300001,"Winckel Fritz., 1967, Music, Sound and Sensation: A Modern Exposition"
WOS:001352180500100,"Alam MZI, 2023, Arxiv, DOI [arXiv:2302.07742, 10.1145/3581641.3584099, DOI 10.1145/3581641.3584099]"
WOS:001352180500100,"Albouys-Perrois J, 2018, PROCEEDINGS OF THE 2018 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2018), DOI 10.1145/3173574.3174203"
WOS:001352180500100,"[Anonymous], 13 INT C AUDITORY DI, P4"
WOS:001352180500100,"[Anonymous], 2007, P 13 INT C AUD DISPL"
WOS:001352180500100,"[Anonymous], P 26 INT C AUDITORY, P15, DOI 10.21785icad2021.009"
WOS:001352180500100,"Bahram S., 2013, ACM SIGACCESS ACCESS, V106, P3, DOI DOI 10.1145/2505401.2505402"
WOS:001352180500100,"Brath R., 2020, Visualizing with Text"
WOS:001352180500100,"Brown A., 2004, ASSETS 2004. The Sixth International ACM SIGACCESS Conference on Computers and Accessibility, P40"
WOS:001352180500100,"Chintalapati S, 2022, PROCEEDINGS OF THE 24TH INTERNATIONAL ACM SIGACCESS CONFERENCE ON COMPUTERS AND ACCESSIBILITY, ASSETS 2022, DOI 10.1145/3517428.3544796"
WOS:001352180500100,"Enge Kajetan, 2022, Towards Multimodal Exploratory Data Analysis: SoniScope as a Prototypical Implementation, DOI 10.2312EVS"
WOS:001352180500100,"Enge Kajetan, 2023, Towards a unifed terminology for sonifcation and visualization, DOI 10.1007s00779023-PersonalandUbiquitousComputing01720-5"
WOS:001352180500100,"Fan Danyang, 2022, CHI C HUM FACT COMP, P1, DOI [10.1145/3491102, DOI 10.1145/3491102]"
WOS:001352180500100,"FLOE Project at OCAD University, Inclusive Learning Design Handbook: What is Sonifcation?"
WOS:001352180500100,"Frame Ciaran, BOTSOT: A Generative Sonifcation Toolbox"
WOS:001352180500100,"Freedom Scientifc, JAWS <(R)"
WOS:001352180500100,"Holloway L, 2022, PROCEEDINGS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI' 22), DOI 10.1145/3491102.3517465"
WOS:001352180500100,"Horstmannn M., 2004, New Review of Hypermedia and Multimedia, V10, P141, DOI 10.1080/13614560512331326017"
WOS:001352180500100,"Kaklanis N, 2013, P 10 INT CROSS DISC, P1, DOI DOI 10.1145/2461121.2461152"
WOS:001352180500100,"Kane ShaunK., 2011, P 24 ANN ACM S USER, P273, DOI [DOI 10.1145/2047196.2047232, 10.1145/2047196.2047232]"
WOS:001352180500100,"Kim H, 2024, PROCEEDINGS OF THE 2024 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYTEMS (CHI 2024), DOI 10.1145/3613904.3642442"
WOS:001352180500100,"King A, 2004, LECT NOTES COMPUT SC, V3118, P522"
WOS:001352180500100,"Lang J, 2022, ACM T GRAPHIC, V41, DOI 10.1145/3528223.3530111"
WOS:001352180500100,"Lindetorp Hans, 2021, Sonifcation for Everyone Everywhere-Evaluating the WebAudioXML Sonifcation Toolkit for Browsers"
WOS:001352180500100,"Nacenta M, 2012, PROCEEDINGS OF THE INTERNATIONAL WORKING CONFERENCE ON ADVANCED VISUAL INTERFACES, P407, DOI 10.1145/2254556.2254636"
WOS:001352180500100,"Neuhoff JG, 2019, P 25 INT C AUD DISPL, DOI DOI 10.21785/ICAD2019.069"
WOS:001352180500100,"Pauletto Sandra, 2004, P 15 INT C AUD DISPL, V7"
WOS:001352180500100,"Petrie H., 2002, Computers Helping People with Special Needs 8th International Conference, ICCHP 2002. Proceedings (Lecture Notes in Computer Science Vol.2398), P537"
WOS:001352180500100,"Petrie H, 2006, BRIT J VISUAL IMPA, V24, P4, DOI 10.1177/0264619606060010"
WOS:001352180500100,"Poppinga Benjamin., 2011, Proceedings of the 13th International Conference on Human Computer Interaction with Mobile Devices and Services, P545, DOI [DOI 10.1145/2037373.2037458, 10.1145/2037373.2037458]"
WOS:001352180500100,"Reinsch Dennis, 2023, Zenodo, DOI [10.5281/zenodo.755224, DOI 10.5281/ZENODO.755224]"
WOS:001352180500100,"Sharif A, 2022, PROCEEDINGS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI' 22), DOI 10.1145/3491102.3517431"
WOS:001352180500100,"Thompson J, 2023, PROCEEDINGS OF THE 2023 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI 2023), DOI 10.1145/3544548.3581186"
WOS:001352180500100,"Vega, VegaDatasets"
WOS:001352180500100,"Walker Bruce N., 2003, P 2003 INT C AUD DIS"
WOS:001352180500100,"Wang YN, 2022, PROCEEDINGS OF THE 2022 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYSTEMS (CHI' 22), DOI 10.1145/3491102.3517469"
WOS:001352180500100,"Worrall David, 2007, P 13 INT C AUD DISPL"
WOS:001352180500100,"Zhang ZH, 2022, ADJUNCT PROCEEDINGS OF THE 35TH ACM SYMPOSIUM ON USER INTERFACE SOFTWARE & TECHNOLOGY, UIST 2022, DOI 10.1145/3526114.3558695"
WOS:001352180500100,"Zhao H, 2008, ACM T COMPUT-HUM INT, V15, DOI 10.1145/1352782.1352786"
WOS:001352180500100,"Zhao YC, 2024, PROCEEDINGS OF THE 2024 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYTEMS, CHI 2024, DOI 10.1145/3613904.3642222"
WOS:001352180500100,"Zhao Yichun, 2022, P C SON HLTH ENV DAT, DOI DOI 10.5281/ZENODO.7243950"
WOS:001352180500100,"Zong J, 2024, PROCEEDINGS OF THE 2024 CHI CONFERENCE ON HUMAN FACTORS IN COMPUTING SYTEMS, CHI 2024, DOI 10.1145/3613904.3641996"
WOS:001352180500100,"Zong J, 2022, COMPUT GRAPH FORUM, V41, P15, DOI 10.1111/cgf.14519"
WOS:000519098200104,"Ackermann E., 2001, Constructivism: Uses And Perspective In Education"
WOS:000519098200104,"[Anonymous], P 43 ACM TECHN S COM"
WOS:000519098200104,"Blikstein P., 2015, Human-Computer Interaction, V9, P1, DOI [10.1561/1100000057, DOI 10.1561/1100000057]"
WOS:000519098200104,"Dasgupta Sayamindu, 2017, ARXIV170200112"
WOS:000519098200104,"Freeman J, 2014, PROCEEDINGS OF THE 45TH ACM TECHNICAL SYMPOSIUM ON COMPUTER SCIENCE EDUCATION (SIGCSE'14), P85, DOI 10.1145/2538862.2538906"
WOS:000519098200104,"Google Developers, 2017, BLOCK"
WOS:000519098200104,"Guzdial M, 2002, COMMUN ACM, V45, P17, DOI 10.1145/505248.505261"
WOS:000519098200104,"Mozilla Developers Network, 2017, WEB AUDIO API"
WOS:000519098200104,"Shapiro Benjamin R., 2016, P 2016 INT C NEW INT"
WOS:000519098200104,"Wilson M, 2002, PSYCHON B REV, V9, P625, DOI 10.3758/BF03196322"
WOS:001337581700004,"Aubert M, 2019, NATURE, V576, P442, DOI 10.1038/s41586-019-1806-y"
WOS:001337581700004,"Black D, 2017, INT J COMPUT ASS RAD, V12, P1655, DOI 10.1007/s11548-017-1537-1"
WOS:001337581700004,"Bonebright T.L., 2011, The Sonification Handbook, P111"
WOS:001337581700004,"Bouchara Tifanie, 2010, 16 INT C AUD DISPL I, P245"
WOS:001337581700004,"Conard NJ, 2009, NATURE, V460, P737, DOI 10.1038/nature08169"
WOS:001337581700004,"Dubus G, 2014, PLOS ONE, V9, DOI 10.1371/journal.pone.0096018"
WOS:001337581700004,"Dubus G, 2015, SPORTS ENG, V18, P29, DOI 10.1007/s12283-014-0164-0"
WOS:001337581700004,"Fechner Gustav., 1860, ELEMENTE PSYCHOPHYSI, V1"
WOS:001337581700004,"Hermann Thomas., 2002, Sonification for exploratory data analysis"
WOS:001337581700004,"Komatsu T., 2016, P 38 ANN C COGNITIVE, P930"
WOS:001337581700004,"Lokki T, 2005, IEEE MULTIMEDIA, V12, P80, DOI 10.1109/MMUL.2005.33"
WOS:001337581700004,"Nagel F., 2014, ICAD, P5"
WOS:001337581700004,"Parseihian G, 2016, IEEE T MULTIMEDIA, V18, P674, DOI 10.1109/TMM.2016.2531978"
WOS:001337581700004,"Schneider A, 2018, SPRINGER HBK, P559, DOI 10.1007/978-3-662-55004-5_30"
WOS:001337581700004,"Schwarz Sebastian, 2019, P 25 INT C AUD DISPL, DOI DOI 10.21785/ICAD2019.024"
WOS:001337581700004,"Seiça M, 2020, PROCEEDINGS OF THE 15TH INTERNATIONAL AUDIO MOSTLY CONFERENCE, AM 2020, P183, DOI 10.1145/3411109.3411146"
WOS:001337581700004,"SHEPARD RN, 1964, J ACOUST SOC AM, V36, P2346, DOI 10.1121/1.1919362"
WOS:001337581700004,"Vogt Katharina, 2011, P 17 INT C AUD DISPL"
WOS:001337581700004,"Walker B.N., 2003, Proceedings of the 9th International Conference on Auditory Display, P204"
WOS:001337581700004,"Worrall D, 2019, HUM-COMPUT INT-SPRIN, P1, DOI 10.1007/978-3-030-01497-1"
WOS:001337581700004,"Ziemer Tim, 2017, Proceedings of Meetings on Acoustics, V30, DOI 10.1121/2.0000557"
WOS:001337581700004,"Ziemer T., 2019, P 25 INT C AUD DISPL, P277, DOI DOI 10.21785/ICAD2019.018"
WOS:001337581700004,"Ziemer T., 2020, INT J INF SOC, V12, P3"
WOS:001337581700004,"Ziemer T., 2018, PROC 24 INT C AUDITO, DOI DOI 10.21785/ICAD2018.007"
WOS:001337581700004,"Ziemer T, 2020, CURR RES SYST MUSIC, V7, P245, DOI 10.1007/978-3-030-23033-3_9"
WOS:001337581700004,"Ziemer T, 2019, J MULTIMODAL USER IN, V13, P205, DOI 10.1007/s12193-018-0282-2"
WOS:001337581700004,"Ziemer T, 2018, ACTA ACUST UNITED AC, V104, P1075, DOI 10.3813/AAA.919273"
WOS:001337581700004,"Ziemer Tim, 2021, 26 INT C AUD DISPL I, P233, DOI DOI 10.21785/ICAD2021.026"
WOS:001337581700004,"Ziemer Tim, 2022, P ISON 2022 7 INTERA"
WOS:001336892600004,"[Anonymous], 2022, NAT ASTRON, V6, P1215, DOI 10.1038/s41550-022-01848-z"
WOS:001336892600004,"[Anonymous], INF C 2023"
WOS:001336892600004,"Asar Ö, 2017, COMMUN STAT-SIMUL C, V46, P91, DOI 10.1080/03610918.2014.957839"
WOS:001336892600004,"Bach B., 2018, DATA DRIVEN STORYTEL, P107, DOI [10.1201/9781315281575-5, DOI 10.1201/9781315281575-5]"
WOS:001336892600004,"Barrass S., 2011, The sonification handbook, P145"
WOS:001336892600004,"Barrass S, 2012, AI SOC, V27, P177, DOI 10.1007/s00146-011-0335-5"
WOS:001336892600004,"Barrass Stephen., 1998, Auditory Information Design"
WOS:001336892600004,"Bellona J., 2019, Center for Environmental Futures, Andrew W. Mellon 2019 Summer Faculty Research Award, Final Report"
WOS:001336892600004,"Blei DM, 2003, J MACH LEARN RES, V3, P993, DOI 10.1162/jmlr.2003.3.4-5.993"
WOS:001336892600004,"Boehringer J., 2022, New Paradigms for Music Research: Art, Society and Technology"
WOS:001336892600004,"Buening R, 2022, FRONT PSYCHOL, V13, DOI 10.3389/fpsyg.2022.925843"
WOS:001336892600004,"Caiola V., 2022, P DES RES SOC BILB S"
WOS:001336892600004,"Caiola V., 2022, P 7 INT C SYN SCI AR, P371"
WOS:001336892600004,"Data Visualization Society, 2022, Paolo Ciuccarelli, Sara Lenzi-Outlier 2022-Data Sonification Archive and Sonification of COVID-19"
WOS:001336892600004,"Dragicevic Pierre, 2020, HDB HUMAN COMPUTER I, P1, DOI [DOI 10.1007/978-3-319-27648-9_94-1, 10.1007/978-3-319-27648-9_94-1, 10.1007/978--3--319--27648--9_94--1, 10.1007/978--3--319--27648--9_94--1 Pierre, DOI 10.1007/978--3--319--27648--9_94--1PIERRE]"
WOS:001336892600004,"Dubus G, 2013, PLOS ONE, V8, DOI 10.1371/journal.pone.0082491"
WOS:001336892600004,"Eerola T, 2011, PSYCHOL MUSIC, V39, P18, DOI 10.1177/0305735610362821"
WOS:001336892600004,"Emmerson S., 1986, LANGUAGE ELECTROACOU, P17"
WOS:001336892600004,"Enge K, 2024, Arxiv, DOI [arXiv:2402.16558, 10.48550/arXiv.2402.16558, DOI 10.48550/ARXIV.2402.16558]"
WOS:001336892600004,"Enge Kajetan, 2023, Pers Ubiquitous Comput, V27, P1949, DOI [10.1007/s00779-023-01720-5, 10.1007/s00779-023-01720-5]"
WOS:001336892600004,"Forensic Architecture, 2014, The Killing of Nadeem Nawara And Mohammed Abu Daher"
WOS:001336892600004,"Frascara J., 2004, Communication design principles, methods, and practice"
WOS:001336892600004,"Friberg A, 2014, J ACOUST SOC AM, V136, P1951, DOI 10.1121/1.4892767"
WOS:001336892600004,"Friedman Ken., 2008, Journal of Visual Arts Practice, V7, P153, DOI [10.1386/jvap.7.2.153_1, DOI 10.1386/JVAP.7.2.153/1]"
WOS:001336892600004,"Friendly M., 2008, Handbook of Data Visualization, P15, DOI [10.1007/978-3-540-33037-0_2, DOI 10.1007/978-3-540-33037-0_2]"
WOS:001336892600004,"Geere D., 2021, Making Numbers Louder: Telling Data Stories With Sound"
WOS:001336892600004,"Giordano BL, 2022, FRONT PSYCHOL, V13, DOI 10.3389/fpsyg.2022.964209"
WOS:001336892600004,"Goudarzi V., 2020, P 3 INT C HUM INT EM, P140"
WOS:001336892600004,"Gross-Vogt K, 2023, PROCEEDINGS OF THE 18TH INTERNATIONAL AUDIO MOSTLY CONFERENCE, AM 2023, P93, DOI 10.1145/3616195.3616233"
WOS:001336892600004,"Hermann T., 2002, Ph.D. thesis"
WOS:001336892600004,"Hermann T., 2008, P 14 INT C AUD DISPL, P25"
